"";"orgao";"uniorcam";"funcao";"subfuncao";"programa";"obsoleto1";"projativ";"rubrica";"recurso_vinculado";"contrapartida_recurso_vinculado";"numero_empenho";"data_empenho";"valor_empenho";"sinal_valor";"credor";"obsoleto2";"caracteristica_peculiar";"obsoleto3";"registro_precos";"obsoleto4";"numero_licitacao";"ano_licitacao";"historico_empenho";"forma_contratacao";"base_legal";"despesa_funcionario";"licitacao_compartilhada";"cnpj_orgao_gerenciador";"complemento_recurso_vinculado";"ano_empenho";"cnpj";"data_base";"data_geracao";"entidade"
"1047";"04";"01";"04";"129";"0001";0;"02014";"3.3.90.31.99.00.00.000";"0001";"0000";"0202000000887";2020-02-05;150;"+";5890;NA;"000";0;"N";NA;"00000000000000000000";"0000";"PREMIACAO  REF.  AO  PROGRAMA  NOTA  FISCAL  GAUCHA/RS  DE ACORDO COM A LEI MUNICIPAL 2668/16 E DECRETO 36/17. SORTEIO DIA 30/01/2020 BILHETE No 239";"NSA";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1048";"04";"01";"04";"129";"0001";0;"02014";"3.3.90.31.99.00.00.000";"0001";"0000";"0202000000888";2020-02-05;100;"+";7425;NA;"000";0;"N";NA;"00000000000000000000";"0000";"PREMIACAO  REF.  AO  PROGRAMA  NOTA  FISCAL  GAUCHA/RS  DE ACORDO COM A LEI MUNICIPAL 2668/16 E DECRETO 36/17. SORTEIO DIA 30/01/2020 BILHETE No 228";"NSA";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1049";"05";"02";"12";"782";"0002";0;"02031";"3.3.90.30.39.00.00.000";"0020";"0000";"0202000000889";2020-02-06;2200;"+";4993;NA;"000";0;"N";NA;"00000000000000000000";"0000";"PARA-BRISA VOLARE V6 PARA SUBSTITUICAO NO ONIBUS No 68 CONF RD 54 EM ANEXO.";"DPV";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1050";"05";"02";"12";"782";"0002";0;"02031";"3.3.90.30.39.00.00.000";"0020";"0000";"0202000000889";2020-12-29;-2200;"-";4993;NA;"000";0;"N";NA;"00000000000000000000";"0000";"TRANSPOSTO PARA A NE 6659, PNATE, VINCULO 1016, PARA FINS DE APROVEITAMENTO DE SALDO E DOTACAO.";"DPV";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1051";"10";"02";"20";"608";"0004";0;"02094";"3.3.90.39.19.00.00.000";"0001";"0000";"0202000000890";2020-02-06;325,5;"+";5730;NA;"000";0;"N";NA;"00000000000000000000";"0000";"MAO  DE OBRA E SERVICO DE GEOMETRIA E BALANCEAMENTO PARA REVISAO DOS 40.000 KM  RODADOS DO VEICULO LOGAM DA SEC. DE AGRICULTURA. CONF RD 14 EM ANEXO NE 891.";"DPV";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1052";"10";"02";"20";"608";"0004";0;"02094";"3.3.90.30.39.00.00.000";"0001";"0000";"0202000000891";2020-02-06;791,15;"+";5730;NA;"000";0;"N";NA;"00000000000000000000";"0000";"MATERIAL  PARA  REVISAO  DOS  40.000 KM RODADOS DO VEICULO LOGAM DA SEC. DE AGRICULTURA. CONF RD 14 EM ANEXO. NE 890 R$ 325,10 NE 891 R$ 791,15";"DPV";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1053";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"1033";"0000";"0202000000892";2020-02-06;5565;"+";4844;NA;"000";99;"N";"Chamamento Publico";"00000000000000000001";"2020";"GENEROS  ALIMENTICIOS  DA  AGRICULTURA  FAMILIAR  PARA  MERENDA  ESCOLAR DA EDUCACAO   INFANTIL.  CONF  OC  222  E  CONTRATO  No  10/2020  EM  ANEXO. PROCESSO    No   04/2020  CHAMADA  PUBLICA/PNAE  01/2020  DISPENSA  01/2020";"CHP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1054";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"1033";"0000";"0202000000892";2020-12-08;-4373;"-";4844;NA;"000";99;"N";"Chamamento Publico";"00000000000000000001";"2020";"por nao ter necessidade no presente cfe memo no 158/2020 em anexo a ne 898";"CHP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1055";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"1033";"0000";"0202000000892";2020-04-03;-1000;"-";4844;NA;"000";99;"N";"Chamamento Publico";"00000000000000000001";"2020";"estronado por nao ter necessidade no presente";"CHP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1056";"05";"02";"12";"361";"0002";0;"02020";"3.3.90.30.07.01.01.000";"1001";"0000";"0202000000893";2020-02-06;3297,25;"+";4844;NA;"000";99;"N";"Chamamento Publico";"00000000000000000001";"2020";"GENEROS  ALIMENTICIOS  DA  AGRICULTURA  FAMILIAR  PARA  MERENDA  ESCOLAR DO ENSINO  FUNDAMENTAL.  CONF  OC 224 E CONTRATO No 10/2020 EM ANEXO NE 892. PROCESSO    No   04/2020  CHAMADA  PUBLICA/PNAE  01/2020  DISPENSA  01/2020";"CHP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1057";"05";"02";"12";"361";"0002";0;"02020";"3.3.90.30.07.01.01.000";"1001";"0000";"0202000000893";2020-12-08;-3022,25;"-";4844;NA;"000";99;"N";"Chamamento Publico";"00000000000000000001";"2020";"por nao ter necessidade no presente cfe memo no 158/2020 em anexo a ne 898";"CHP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1058";"05";"02";"12";"361";"0002";0;"02020";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000894";2020-02-06;2472;"+";4844;NA;"000";99;"N";"Chamamento Publico";"00000000000000000001";"2020";"GENEROS  ALIMENTICIOS  DA  AGRICULTURA  FAMILIAR  PARA  MERENDA  ESCOLAR DO ENSINO  FUNDAMENTAL.  CONF  OC 220 E CONTRATO No 10/2020 EM ANEXO NE 892. PROCESSO    No   04/2020  CHAMADA  PUBLICA/PNAE  01/2020  DISPENSA  01/2020";"CHP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1059";"05";"02";"12";"361";"0002";0;"02020";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000894";2020-11-26;-2040;"-";4844;NA;"000";99;"N";"Chamamento Publico";"00000000000000000001";"2020";"por nao ter necessidade no presente";"CHP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1060";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"1031";"0000";"0202000000895";2020-02-06;3624,5;"+";4844;NA;"000";99;"N";"Chamamento Publico";"00000000000000000001";"2020";"GENEROS  ALIMENTICIOS  DA  AGRICULTURA  FAMILIAR  PARA  MERENDA  ESCOLAR DA EDUCACAO  INFANTIL.  CONF  OC  223 E CONTRATO No 10/2020 EM ANEXO NE 892. PROCESSO    No   04/2020  CHAMADA  PUBLICA/PNAE  01/2020  DISPENSA  01/2020";"CHP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1061";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"1031";"0000";"0202000000895";2020-12-08;-1599,5;"-";4844;NA;"000";99;"N";"Chamamento Publico";"00000000000000000001";"2020";"por nao ter necessidade no presente cfe memo no 158/2020 em anexo a ne 898";"CHP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1062";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"1031";"0000";"0202000000895";2020-04-03;-1200;"-";4844;NA;"000";99;"N";"Chamamento Publico";"00000000000000000001";"2020";"estornado para aproveitamento de saldo vinculado e posterior reempenho se necessario";"CHP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1063";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000896";2020-02-06;2455,75;"+";4844;NA;"000";99;"N";"Chamamento Publico";"00000000000000000001";"2020";"GENEROS  ALIMENTICIOS  DA  AGRICULTURA  FAMILIAR  PARA  MERENDA  ESCOLAR DA EDUCACAO  INFANTIL.  CONF  OC  225 E CONTRATO No 10/2020 EM ANEXO NE 892. PROCESSO    No   04/2020  CHAMADA  PUBLICA/PNAE  01/2020  DISPENSA  01/2020";"CHP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1064";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000896";2020-11-26;-2455,75;"-";4844;NA;"000";99;"N";"Chamamento Publico";"00000000000000000001";"2020";"por nao ter necessidade no presente";"CHP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1065";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000897";2020-02-06;480;"+";4844;NA;"000";99;"N";"Chamamento Publico";"00000000000000000001";"2020";"GENEROS  ALIMENTICIOS  DA  AGRICULTURA  FAMILIAR  PARA  MERENDA  ESCOLAR DA EDUCACAO  INFANTIL.  CONF  OC  221 E CONTRATO No 10/2020 EM ANEXO NE 892. PROCESSO    No   04/2020  CHAMADA  PUBLICA/PNAE  01/2020  DISPENSA  01/2020";"CHP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1066";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000897";2020-11-26;-480;"-";4844;NA;"000";99;"N";"Chamamento Publico";"00000000000000000001";"2020";"por nao ter necessidade no presente";"CHP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1067";"05";"02";"12";"361";"0002";0;"02020";"3.3.90.30.07.01.01.000";"1001";"0000";"0202000000898";2020-02-06;2345;"+";6776;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"GENEROS  ALIMENTICIOS  DA  AGRICULTURA  FAMILIAR  PARA  MERENDA  ESCOLAR DO ENSINO  FUNDAMENTAL.  CONF  OC  219  E  CONTRATO  No  06/2020  EM  ANEXO. PROCESSO    No   04/2020  CHAMADA  PUBLICA/PNAE  01/2020  DISPENSA  01/2020";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1068";"05";"02";"12";"361";"0002";0;"02020";"3.3.90.30.07.01.01.000";"1001";"0000";"0202000000898";2020-12-08;-2260;"-";6776;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"por nao ter necessidade no presente cfe memo no 158/2020 em anexo";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1069";"05";"02";"12";"361";"0002";0;"02020";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000899";2020-02-06;1921;"+";6776;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"GENEROS  ALIMENTICIOS  DA  AGRICULTURA  FAMILIAR  PARA  MERENDA  ESCOLAR DO ENSINO  FUNDAMENTAL.  CONF  OC 218 E CONTRATO No 06/2020 EM ANEXO NE 898. PROCESSO    No   04/2020  CHAMADA  PUBLICA/PNAE  01/2020  DISPENSA  01/2020";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1070";"05";"02";"12";"361";"0002";0;"02020";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000899";2020-11-26;-1742,5;"-";6776;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"por nao ter necessidade no presente";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1071";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"1031";"0000";"0202000000900";2020-02-06;1445;"+";6776;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"GENEROS  ALIMENTICIOS  DA  AGRICULTURA  FAMILIAR  PARA  MERENDA  ESCOLAR DA EDUCACAO  INFANTIL.  CONF  OC  217 E CONTRATO No 06/2020 EM ANEXO NE 898. PROCESSO    No   04/2020  CHAMADA  PUBLICA/PNAE  01/2020  DISPENSA  01/2020";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1072";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"1031";"0000";"0202000000900";2020-12-08;-1445;"-";6776;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"por nao ter necessidade no presente cfe memo no 158/2020 em anexo a ne 898";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1073";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000901";2020-02-06;1530;"+";6776;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"GENEROS  ALIMENTICIOS  DA  AGRICULTURA  FAMILIAR  PARA  MERENDA  ESCOLAR DA EDUCACAO  INFANTIL.  CONF  OC  216 E CONTRATO No 06/2020 EM ANEXO NE 898. PROCESSO    No   04/2020  CHAMADA  PUBLICA/PNAE  01/2020  DISPENSA  01/2020";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1074";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000901";2020-11-26;-1530;"-";6776;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"por nao ter necessidade no presente";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1075";"05";"02";"12";"361";"0002";0;"02020";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000902";2020-02-06;1152;"+";5658;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"GENEROS  ALIMENTICIOS  DA  AGRICULTURA  FAMILIAR  PARA  MERENDA  ESCOLAR DO ENSINO  FUNDAMENTAL.  CONF  OC  215  E  CONTRATO  No  12/2020  EM  ANEXO. PROCESSO    No   04/2020  CHAMADA  PUBLICA/PNAE  01/2020  DISPENSA  01/2020";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1076";"05";"02";"12";"361";"0002";0;"02020";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000902";2020-11-26;-1152;"-";5658;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"por nao ter necessidade no presente";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1077";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000903";2020-02-06;900;"+";5658;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"GENEROS  ALIMENTICIOS  DA  AGRICULTURA  FAMILIAR  PARA  MERENDA  ESCOLAR DA EDUCACAO  INFANTIL.  CONF  OC  213 E CONTRATO No 12/2020 EM ANEXO NE 902. PROCESSO    No   04/2020  CHAMADA  PUBLICA/PNAE  01/2020  DISPENSA  01/2020";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1078";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000903";2020-11-26;-900;"-";5658;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"por nao ter necessidade no presente";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1079";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"1031";"0000";"0202000000904";2020-02-06;900;"+";5658;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"GENEROS  ALIMENTICIOS  DA  AGRICULTURA  FAMILIAR  PARA  MERENDA  ESCOLAR DA EDUCACAO  INFANTIL.  CONF  OC  214 E CONTRATO No 12/2020 EM ANEXO NE 902. PROCESSO    No   04/2020  CHAMADA  PUBLICA/PNAE  01/2020  DISPENSA  01/2020";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1080";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"1031";"0000";"0202000000904";2020-12-08;-900;"-";5658;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"por nao ter necessidade no presente cfe memo no 158/2020 em anexo a ne 898";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1081";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000905";2020-02-06;1600;"+";4598;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"GENEROS  ALIMENTICIOS  DA  AGRICULTURA  FAMILIAR  PARA  MERENDA  ESCOLAR DA EDUCACAO   INFANTIL.  CONF  OC  210  E  CONTRATO  No  08/2020  EM  ANEXO. PROCESSO    No   04/2020  CHAMADA  PUBLICA/PNAE  01/2020  DISPENSA  01/2020";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1082";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000905";2020-11-26;-1600;"-";4598;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"por nao ter necessidade no presente";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1083";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"1031";"0000";"0202000000906";2020-02-06;360;"+";4598;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"GENEROS  ALIMENTICIOS  DA  AGRICULTURA  FAMILIAR  PARA  MERENDA  ESCOLAR DA EDUCACAO  INFANTIL.  CONF  OC  211 E CONTRATO No 08/2020 EM ANEXO NE 905. PROCESSO    No   04/2020  CHAMADA  PUBLICA/PNAE  01/2020  DISPENSA  01/2020";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1084";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"1031";"0000";"0202000000906";2020-12-08;-360;"-";4598;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"por nao ter necessidade no presente cfe memo no 158/2020 em anexo a ne 898";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1085";"05";"02";"12";"361";"0002";0;"02020";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000907";2020-02-06;920;"+";4598;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"GENEROS  ALIMENTICIOS  DA  AGRICULTURA  FAMILIAR  PARA  MERENDA  ESCOLAR DO ENSINO  FUNDAMENTAL.  CONF  OC 212 E CONTRATO No 08/2020 EM ANEXO NE 905. PROCESSO    No   04/2020  CHAMADA  PUBLICA/PNAE  01/2020  DISPENSA  01/2020";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1086";"05";"02";"12";"361";"0002";0;"02020";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000907";2020-11-26;-920;"-";4598;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"por nao ter necessidade no presente";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1087";"05";"02";"12";"361";"0002";0;"02020";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000908";2020-02-06;13715,88;"+";6746;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"GENEROS  ALIMENTICIOS  DA  AGRICULTURA  FAMILIAR  PARA  MERENDA  ESCOLAR DO ENSINO  FUNDAMENTAL.  CONF  OC  194  E  CONTRATO  No  14/2020  EM  ANEXO. PROCESSO    No   04/2020  CHAMADA  PUBLICA/PNAE  01/2020  DISPENSA  01/2020";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1088";"05";"02";"12";"361";"0002";0;"02020";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000908";2020-11-26;-11273,02;"-";6746;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"por nao ter necessidade no presente";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1089";"05";"02";"12";"361";"0002";0;"02020";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000908";2020-04-03;-2442,86;"-";6746;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"transposto  para a aproveitamento do saldo vinculado 1001 -acesso 232  R$ 2.442,86";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1090";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000909";2020-02-06;2962,24;"+";6746;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"GENEROS  ALIMENTICIOS  DA  AGRICULTURA  FAMILIAR  PARA  MERENDA  ESCOLAR DA EDUCACAO  INFANTIL.  CONF  OC  195 E CONTRATO No 14/2020 EM ANEXO NE 908. PROCESSO    No   04/2020  CHAMADA  PUBLICA/PNAE  01/2020  DISPENSA  01/2020";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1091";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000909";2020-11-26;-2962,24;"-";6746;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"por nao ter necessidade no presente";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1092";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"1031";"0000";"0202000000910";2020-02-06;3313,44;"+";6746;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"GENEROS  ALIMENTICIOS  DA  AGRICULTURA  FAMILIAR  PARA  MERENDA  ESCOLAR DA EDUCACAO  INFANTIL.  CONF  OC  196 E CONTRATO No 14/2020 EM ANEXO NE 908. PROCESSO    No   04/2020  CHAMADA  PUBLICA/PNAE  01/2020  DISPENSA  01/2020";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1093";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"1031";"0000";"0202000000910";2020-12-08;-1721,18;"-";6746;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"por nao ter necessidade no presente cfe memo no 158/2020 em anexo a ne 898";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1094";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"1031";"0000";"0202000000910";2020-04-03;-1000;"-";6746;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"estornado para aproveitamento de saldo vinculado e posterior reempenho se necessario";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1095";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000911";2020-02-06;6541;"+";6747;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"GENEROS  ALIMENTICIOS  DA  AGRICULTURA  FAMILIAR  PARA  MERENDA  ESCOLAR DA EDUCACAO   INFANTIL.  CONF  OC  205  E  CONTRATO  No  07/2020  EM  ANEXO. PROCESSO    No   04/2020  CHAMADA  PUBLICA/PNAE  01/2020  DISPENSA  01/2020";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
"1096";"05";"02";"12";"365";"0002";0;"02021";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000911";2020-11-26;-6541;"-";6747;NA;"000";99;"N";"Chamada Publica PNAE";"00000000000000000001";"2020";"por nao ter necessidade no presente";"CPP";"01";"X";"X";"00000000000000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA"
